date_key,date,year,quarter,month,week,dow,is_weekend,load_date,update_date
20240212,2024-02-12,2024,1,2,6,0,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240213,2024-02-13,2024,1,2,6,1,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240214,2024-02-14,2024,1,2,6,2,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240215,2024-02-15,2024,1,2,6,3,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240216,2024-02-16,2024,1,2,6,4,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240217,2024-02-17,2024,1,2,6,5,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240218,2024-02-18,2024,1,2,7,6,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240219,2024-02-19,2024,1,2,7,0,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240220,2024-02-20,2024,1,2,7,1,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240221,2024-02-21,2024,1,2,7,2,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240222,2024-02-22,2024,1,2,7,3,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240223,2024-02-23,2024,1,2,7,4,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240224,2024-02-24,2024,1,2,7,5,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240225,2024-02-25,2024,1,2,8,6,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240226,2024-02-26,2024,1,2,8,0,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240227,2024-02-27,2024,1,2,8,1,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240228,2024-02-28,2024,1,2,8,2,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240229,2024-02-29,2024,1,2,8,3,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240301,2024-03-01,2024,1,3,8,4,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240302,2024-03-02,2024,1,3,8,5,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240303,2024-03-03,2024,1,3,9,6,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240304,2024-03-04,2024,1,3,9,0,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240305,2024-03-05,2024,1,3,9,1,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240306,2024-03-06,2024,1,3,9,2,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240307,2024-03-07,2024,1,3,9,3,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240308,2024-03-08,2024,1,3,9,4,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240309,2024-03-09,2024,1,3,9,5,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240310,2024-03-10,2024,1,3,10,6,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240311,2024-03-11,2024,1,3,10,0,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240312,2024-03-12,2024,1,3,10,1,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240313,2024-03-13,2024,1,3,10,2,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240314,2024-03-14,2024,1,3,10,3,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240315,2024-03-15,2024,1,3,10,4,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240316,2024-03-16,2024,1,3,10,5,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240317,2024-03-17,2024,1,3,11,6,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240318,2024-03-18,2024,1,3,11,0,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240319,2024-03-19,2024,1,3,11,1,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240320,2024-03-20,2024,1,3,11,2,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240321,2024-03-21,2024,1,3,11,3,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240322,2024-03-22,2024,1,3,11,4,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240323,2024-03-23,2024,1,3,11,5,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240324,2024-03-24,2024,1,3,12,6,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240325,2024-03-25,2024,1,3,12,0,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240326,2024-03-26,2024,1,3,12,1,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240327,2024-03-27,2024,1,3,12,2,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240328,2024-03-28,2024,1,3,12,3,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240329,2024-03-29,2024,1,3,12,4,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240330,2024-03-30,2024,1,3,12,5,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240331,2024-03-31,2024,1,3,13,6,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240401,2024-04-01,2024,2,4,13,0,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240402,2024-04-02,2024,2,4,13,1,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240403,2024-04-03,2024,2,4,13,2,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240404,2024-04-04,2024,2,4,13,3,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240405,2024-04-05,2024,2,4,13,4,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240406,2024-04-06,2024,2,4,13,5,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240407,2024-04-07,2024,2,4,14,6,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240408,2024-04-08,2024,2,4,14,0,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240409,2024-04-09,2024,2,4,14,1,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240410,2024-04-10,2024,2,4,14,2,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240411,2024-04-11,2024,2,4,14,3,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240412,2024-04-12,2024,2,4,14,4,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240413,2024-04-13,2024,2,4,14,5,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240414,2024-04-14,2024,2,4,15,6,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240415,2024-04-15,2024,2,4,15,0,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240416,2024-04-16,2024,2,4,15,1,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240417,2024-04-17,2024,2,4,15,2,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240418,2024-04-18,2024,2,4,15,3,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240419,2024-04-19,2024,2,4,15,4,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240420,2024-04-20,2024,2,4,15,5,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240421,2024-04-21,2024,2,4,16,6,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240422,2024-04-22,2024,2,4,16,0,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240423,2024-04-23,2024,2,4,16,1,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240424,2024-04-24,2024,2,4,16,2,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240425,2024-04-25,2024,2,4,16,3,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240426,2024-04-26,2024,2,4,16,4,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240427,2024-04-27,2024,2,4,16,5,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240428,2024-04-28,2024,2,4,17,6,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240429,2024-04-29,2024,2,4,17,0,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240430,2024-04-30,2024,2,4,17,1,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240501,2024-05-01,2024,2,5,17,2,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240502,2024-05-02,2024,2,5,17,3,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240503,2024-05-03,2024,2,5,17,4,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240504,2024-05-04,2024,2,5,17,5,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240505,2024-05-05,2024,2,5,18,6,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240506,2024-05-06,2024,2,5,18,0,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240507,2024-05-07,2024,2,5,18,1,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240508,2024-05-08,2024,2,5,18,2,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240509,2024-05-09,2024,2,5,18,3,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240510,2024-05-10,2024,2,5,18,4,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240511,2024-05-11,2024,2,5,18,5,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240512,2024-05-12,2024,2,5,19,6,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240513,2024-05-13,2024,2,5,19,0,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240514,2024-05-14,2024,2,5,19,1,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240515,2024-05-15,2024,2,5,19,2,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240516,2024-05-16,2024,2,5,19,3,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240517,2024-05-17,2024,2,5,19,4,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240518,2024-05-18,2024,2,5,19,5,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240519,2024-05-19,2024,2,5,20,6,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240520,2024-05-20,2024,2,5,20,0,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240521,2024-05-21,2024,2,5,20,1,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240522,2024-05-22,2024,2,5,20,2,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240523,2024-05-23,2024,2,5,20,3,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240524,2024-05-24,2024,2,5,20,4,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240525,2024-05-25,2024,2,5,20,5,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240526,2024-05-26,2024,2,5,21,6,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240527,2024-05-27,2024,2,5,21,0,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240528,2024-05-28,2024,2,5,21,1,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240529,2024-05-29,2024,2,5,21,2,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240530,2024-05-30,2024,2,5,21,3,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240531,2024-05-31,2024,2,5,21,4,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240601,2024-06-01,2024,2,6,21,5,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240602,2024-06-02,2024,2,6,22,6,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240603,2024-06-03,2024,2,6,22,0,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240604,2024-06-04,2024,2,6,22,1,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240605,2024-06-05,2024,2,6,22,2,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240606,2024-06-06,2024,2,6,22,3,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240607,2024-06-07,2024,2,6,22,4,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240608,2024-06-08,2024,2,6,22,5,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240609,2024-06-09,2024,2,6,23,6,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240610,2024-06-10,2024,2,6,23,0,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240611,2024-06-11,2024,2,6,23,1,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240612,2024-06-12,2024,2,6,23,2,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240613,2024-06-13,2024,2,6,23,3,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240614,2024-06-14,2024,2,6,23,4,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240615,2024-06-15,2024,2,6,23,5,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240616,2024-06-16,2024,2,6,24,6,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240617,2024-06-17,2024,2,6,24,0,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240618,2024-06-18,2024,2,6,24,1,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240619,2024-06-19,2024,2,6,24,2,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240620,2024-06-20,2024,2,6,24,3,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240621,2024-06-21,2024,2,6,24,4,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240622,2024-06-22,2024,2,6,24,5,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240623,2024-06-23,2024,2,6,25,6,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240624,2024-06-24,2024,2,6,25,0,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240625,2024-06-25,2024,2,6,25,1,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240626,2024-06-26,2024,2,6,25,2,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240627,2024-06-27,2024,2,6,25,3,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240628,2024-06-28,2024,2,6,25,4,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240629,2024-06-29,2024,2,6,25,5,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240630,2024-06-30,2024,2,6,26,6,True,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240701,2024-07-01,2024,3,7,26,0,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240702,2024-07-02,2024,3,7,26,1,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240703,2024-07-03,2024,3,7,26,2,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240704,2024-07-04,2024,3,7,26,3,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
20240705,2024-07-05,2024,3,7,26,4,False,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
