shipment_id,event_seq,event_type,event_ts,facility_loc_id,notes,load_date,update_date
S000004,3,AtOrigin,2024-06-07T13:22:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000004,4,PickedUp,2024-06-07T14:22:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000004,5,DwellStart,2024-06-07T16:22:00+00:00,45,Facility dwell,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000004,6,DwellEnd,2024-06-07T16:31:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000004,7,AtDest,2024-06-09T16:22:00+00:00,30,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000004,8,Delivered,2024-06-09T17:22:00+00:00,30,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000005,1,Tendered,2024-03-17T19:49:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000005,2,Accepted,2024-03-17T20:49:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000005,3,AtOrigin,2024-03-18T14:49:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000005,4,PickedUp,2024-03-18T15:49:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000005,5,AtDest,2024-03-22T19:49:00+00:00,34,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000005,6,Delivered,2024-03-22T20:49:00+00:00,34,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000006,1,Tendered,2024-03-27T23:08:00+00:00,53,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000006,2,Accepted,2024-03-28T01:08:00+00:00,53,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000006,3,AtOrigin,2024-03-28T11:08:00+00:00,53,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000006,4,PickedUp,2024-03-28T12:08:00+00:00,53,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000006,5,AtDest,2024-03-30T21:08:00+00:00,22,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000006,6,Delivered,2024-03-31T01:08:00+00:00,22,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000007,1,Tendered,2024-02-16T00:21:00+00:00,33,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000007,2,Accepted,2024-02-16T02:21:00+00:00,33,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000007,3,AtOrigin,2024-02-16T16:21:00+00:00,33,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000007,4,PickedUp,2024-02-16T17:21:00+00:00,33,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000007,5,AtDest,2024-02-20T18:21:00+00:00,46,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000007,6,Delivered,2024-02-20T19:21:00+00:00,46,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000008,1,Tendered,2024-05-26T01:01:00+00:00,17,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000008,2,Accepted,2024-05-26T03:01:00+00:00,17,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000008,3,AtOrigin,2024-05-26T15:01:00+00:00,17,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000008,4,PickedUp,2024-05-26T16:01:00+00:00,17,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000008,5,AtDest,2024-05-29T16:01:00+00:00,2,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000008,6,Delivered,2024-05-29T19:01:00+00:00,2,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000009,1,Tendered,2024-04-02T03:39:00+00:00,57,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000009,2,Accepted,2024-04-02T06:39:00+00:00,57,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000009,3,AtOrigin,2024-04-02T08:39:00+00:00,57,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000009,4,PickedUp,2024-04-02T09:39:00+00:00,57,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000009,5,AtDest,2024-04-04T19:39:00+00:00,54,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000009,6,Delivered,2024-04-04T22:39:00+00:00,54,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000010,1,Tendered,2024-04-29T08:33:00+00:00,9,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000010,2,Accepted,2024-04-29T09:33:00+00:00,9,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000010,3,AtOrigin,2024-04-29T16:33:00+00:00,9,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000010,4,PickedUp,2024-04-29T17:33:00+00:00,9,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000010,5,AtDest,2024-05-04T00:33:00+00:00,38,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000010,6,Delivered,2024-05-04T02:33:00+00:00,38,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000011,1,Tendered,2024-04-27T09:16:00+00:00,17,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000011,2,Accepted,2024-04-27T10:16:00+00:00,17,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000011,3,AtOrigin,2024-04-28T07:16:00+00:00,17,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000011,4,PickedUp,2024-04-28T08:16:00+00:00,17,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000011,5,DwellStart,2024-04-28T13:16:00+00:00,17,Facility dwell,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000011,6,DwellEnd,2024-04-28T15:06:00+00:00,17,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000011,7,AtDest,2024-05-01T16:16:00+00:00,2,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000011,8,Delivered,2024-05-01T19:16:00+00:00,2,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000012,1,Tendered,2024-01-16T08:20:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000012,2,Accepted,2024-01-16T09:20:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000012,3,AtOrigin,2024-01-17T08:20:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000012,4,PickedUp,2024-01-17T09:20:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000012,5,AtDest,2024-01-20T15:20:00+00:00,58,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000012,6,Delivered,2024-01-20T16:20:00+00:00,58,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000013,1,Tendered,2024-02-02T16:59:00+00:00,21,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000013,2,Accepted,2024-02-02T17:59:00+00:00,21,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000013,3,AtOrigin,2024-02-03T08:59:00+00:00,21,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000013,4,PickedUp,2024-02-03T09:59:00+00:00,21,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000013,5,AtDest,2024-02-05T11:59:00+00:00,54,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000013,6,Delivered,2024-02-05T17:59:00+00:00,54,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000014,1,Tendered,2024-03-28T07:03:00+00:00,1,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000014,2,Accepted,2024-03-28T09:03:00+00:00,1,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000014,3,AtOrigin,2024-03-28T18:03:00+00:00,1,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000014,4,PickedUp,2024-03-28T19:03:00+00:00,1,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000014,5,AtDest,2024-04-01T20:03:00+00:00,30,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000014,6,Delivered,2024-04-01T23:03:00+00:00,30,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000015,1,Tendered,2024-05-20T11:26:00+00:00,17,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000015,2,Accepted,2024-05-20T12:26:00+00:00,17,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000015,3,AtOrigin,2024-05-20T17:26:00+00:00,17,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000015,4,PickedUp,2024-05-20T18:26:00+00:00,17,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000015,5,AtDest,2024-05-23T22:26:00+00:00,54,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000015,6,Delivered,2024-05-24T03:26:00+00:00,54,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000016,1,Tendered,2024-04-28T10:41:00+00:00,37,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000016,2,Accepted,2024-04-28T11:41:00+00:00,37,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000016,3,AtOrigin,2024-04-28T17:41:00+00:00,37,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000016,4,PickedUp,2024-04-28T18:41:00+00:00,37,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000016,5,AtDest,2024-05-01T17:41:00+00:00,50,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000016,6,Delivered,2024-05-01T22:41:00+00:00,50,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000017,1,Tendered,2024-02-29T03:23:00+00:00,49,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000017,2,Accepted,2024-02-29T05:23:00+00:00,49,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000017,3,AtOrigin,2024-02-29T11:23:00+00:00,49,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000017,4,PickedUp,2024-02-29T12:23:00+00:00,49,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000017,5,DwellStart,2024-02-29T21:23:00+00:00,49,Facility dwell,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000017,6,DwellEnd,2024-03-01T02:58:00+00:00,49,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000017,7,AtDest,2024-03-03T00:23:00+00:00,10,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000017,8,Delivered,2024-03-03T05:23:00+00:00,10,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000017,9,Exception,2024-03-02T22:23:00+00:00,10,Traffic,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000018,1,Tendered,2024-03-08T23:45:00+00:00,49,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000018,2,Accepted,2024-03-09T01:45:00+00:00,49,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000018,3,AtOrigin,2024-03-09T08:45:00+00:00,49,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000018,4,PickedUp,2024-03-09T09:45:00+00:00,49,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000018,5,AtDest,2024-03-13T16:45:00+00:00,34,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000018,6,Delivered,2024-03-13T20:45:00+00:00,34,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000019,1,Tendered,2024-05-16T12:00:00+00:00,33,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000019,2,Accepted,2024-05-16T14:00:00+00:00,33,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000019,3,AtOrigin,2024-05-17T08:00:00+00:00,33,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000019,4,PickedUp,2024-05-17T09:00:00+00:00,33,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000019,5,AtDest,2024-05-21T11:00:00+00:00,46,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000019,6,Delivered,2024-05-21T14:00:00+00:00,46,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000020,1,Tendered,2024-04-18T13:32:00+00:00,1,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000020,2,Exception,2024-04-18T15:32:00+00:00,1,Tender Not Used,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000021,1,Tendered,2024-02-24T19:47:00+00:00,1,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000021,2,Exception,2024-02-24T21:47:00+00:00,1,Tender Not Used,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000022,1,Tendered,2024-05-11T05:48:00+00:00,53,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000022,2,Accepted,2024-05-11T08:48:00+00:00,53,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000022,3,AtOrigin,2024-05-11T14:48:00+00:00,53,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000022,4,PickedUp,2024-05-11T15:48:00+00:00,53,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000022,5,DwellStart,2024-05-11T18:48:00+00:00,53,Facility dwell,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000022,6,DwellEnd,2024-05-11T19:16:00+00:00,53,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000022,7,AtDest,2024-05-13T07:48:00+00:00,26,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000022,8,Delivered,2024-05-13T08:48:00+00:00,26,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000022,9,Exception,2024-05-13T03:48:00+00:00,26,Capacity,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000023,1,Tendered,2024-01-01T17:57:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000023,2,Accepted,2024-01-01T18:57:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000023,3,AtOrigin,2024-01-02T17:57:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000023,4,PickedUp,2024-01-02T18:57:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000023,5,AtDest,2024-01-05T03:57:00+00:00,26,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000023,6,Delivered,2024-01-05T07:57:00+00:00,26,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000024,1,Tendered,2024-04-12T02:00:00+00:00,37,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000024,2,Exception,2024-04-12T04:00:00+00:00,37,Tender Not Used,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000025,1,Tendered,2024-01-12T05:41:00+00:00,5,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000025,2,Accepted,2024-01-12T06:41:00+00:00,5,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000025,3,AtOrigin,2024-01-12T17:41:00+00:00,5,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000025,4,PickedUp,2024-01-12T18:41:00+00:00,5,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000025,5,DwellStart,2024-01-12T22:41:00+00:00,5,Facility dwell,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000025,6,DwellEnd,2024-01-13T01:04:00+00:00,5,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000025,7,AtDest,2024-01-16T00:41:00+00:00,50,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000025,8,Delivered,2024-01-16T06:41:00+00:00,50,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000026,1,Tendered,2024-04-29T19:12:00+00:00,41,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000026,2,Accepted,2024-04-29T21:12:00+00:00,41,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000026,3,AtOrigin,2024-04-30T15:12:00+00:00,41,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000026,4,PickedUp,2024-04-30T16:12:00+00:00,41,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000026,5,AtDest,2024-05-03T23:12:00+00:00,10,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000026,6,Delivered,2024-05-04T02:12:00+00:00,10,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000027,1,Tendered,2024-03-23T05:30:00+00:00,17,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000027,2,Accepted,2024-03-23T06:30:00+00:00,17,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000027,3,AtOrigin,2024-03-23T18:30:00+00:00,17,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000027,4,PickedUp,2024-03-23T19:30:00+00:00,17,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000027,5,AtDest,2024-03-26T14:30:00+00:00,26,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000027,6,Delivered,2024-03-26T18:30:00+00:00,26,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000028,1,Tendered,2024-02-18T23:56:00+00:00,49,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000028,2,Accepted,2024-02-19T02:56:00+00:00,49,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000028,3,AtOrigin,2024-02-19T13:56:00+00:00,49,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000028,4,PickedUp,2024-02-19T14:56:00+00:00,49,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000028,5,AtDest,2024-02-22T13:56:00+00:00,46,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000028,6,Delivered,2024-02-22T14:56:00+00:00,46,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000029,1,Tendered,2024-05-22T23:23:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000029,2,Accepted,2024-05-23T00:23:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000029,3,AtOrigin,2024-05-23T14:23:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000029,4,PickedUp,2024-05-23T15:23:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000029,5,DwellStart,2024-05-23T16:23:00+00:00,45,Facility dwell,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000029,6,DwellEnd,2024-05-23T16:57:00+00:00,45,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000029,7,AtDest,2024-05-25T15:23:00+00:00,6,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000029,8,Delivered,2024-05-25T21:23:00+00:00,6,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000030,1,Tendered,2024-01-28T19:01:00+00:00,41,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000030,2,Accepted,2024-01-28T20:01:00+00:00,41,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000030,3,AtOrigin,2024-01-29T13:01:00+00:00,41,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000030,4,PickedUp,2024-01-29T14:01:00+00:00,41,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000030,5,DwellStart,2024-01-30T01:01:00+00:00,41,Facility dwell,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000030,6,DwellEnd,2024-01-30T02:03:00+00:00,41,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000030,7,AtDest,2024-02-03T16:01:00+00:00,46,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000030,8,Delivered,2024-02-03T20:01:00+00:00,46,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000030,9,Exception,2024-02-03T11:01:00+00:00,46,Capacity,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000031,1,Tendered,2024-06-10T13:39:00+00:00,25,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000031,2,Accepted,2024-06-10T16:39:00+00:00,25,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000031,3,AtOrigin,2024-06-11T14:39:00+00:00,25,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000031,4,PickedUp,2024-06-11T15:39:00+00:00,25,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000031,5,DwellStart,2024-06-11T23:39:00+00:00,25,Facility dwell,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
S000031,6,DwellEnd,2024-06-12T01:12:00+00:00,25,,2025-10-16T15:26:16.252397+00:00,2025-10-16T15:26:16.252397+00:00
